"season;race_num;race_name;race_date;drive;car;team;team_group;rank;grid;laps;duration;retired;ptsl;points"
"7;1;2021 Diriyah;26/02/2021;António Félix da Costa;13;Techeetah-DS;Techeetah;11;18;32;16225;0;0,0,0;0"
"7;1;2021 Diriyah;26/02/2021;Jake Dennis;27;Andretti-BMW;BMW-Andretti;12;14;32;17025;0;0,0,0;0"
"7;1;2021 Diriyah;26/02/2021;Sébastien Buemi;23;e.dams-Nissan;Nissan-Renault;13;17;32;17273;0;0,0,0;0"
"7;1;2021 Diriyah;26/02/2021;Norman Nato;71;Venturi-Mercedes;Venturi;14;12;32;17312;0;0,0,0;0"
"7;1;2021 Diriyah;26/02/2021;Jean-Éric Vergne;25;Techeetah-DS;Techeetah;15;19;32;18402;0;0,0,0;0"
"7;1;2021 Diriyah;26/02/2021;André Lotterer;36;Porsche;Porsche;16;7;32;18417;0;0,0,0;0"
"7;1;2021 Diriyah;26/02/2021;Robin Frijns;4;Virgin-Audi;Virgin;17;24;32;18822;0;0,0,0;0"
"7;1;2021 Diriyah;26/02/2021;Tom Blomqvist;88;NIO;NIO-NextEV;18;22;32;19072;0;0,0,0;0"
"7;1;2021 Diriyah;26/02/2021;Nick Cassidy;37;Virgin-Audi;Virgin;19;21;32;19951;0;0,0,0;0"
"7;1;2021 Diriyah;26/02/2021;Sérgio Sette Câmara;7;Dragon-Penske;Dragon;20;20;32;20174;0;0,0,0;0"
"7;1;2021 Diriyah;26/02/2021;Nico Müller;6;Dragon-Penske;Dragon;21;26;32;20586;0;0,0,0;0"
"7;1;2021 Diriyah;26/02/2021;Alex Lynn;94;Mahindra;Mahindra;99;5;16;99:99.999;1;0,0,0;0"
"7;1;2021 Diriyah;26/02/2021;Maximilian Günther;28;Andretti-BMW;BMW-Andretti;99;9;23;99:99.999;1;0,0,0;0"
"7;1;2021 Diriyah;26/02/2021;Sam Bird;10;Jaguar;Jaguar;99;8;22;99:99.999;1;0,0,0;0"
"7;2;2021 Diriyah race 2;27/02/2021;Sam Bird;10;Jaguar;Jaguar;1;3;29;39:50.836;0;25,0,0;25"
"7;2;2021 Diriyah race 2;27/02/2021;Robin Frijns;4;Virgin-Audi;Virgin;2;1;29;2194;0;18,3,1;22"
"7;2;2021 Diriyah race 2;27/02/2021;António Félix da Costa;13;Techeetah-DS;Techeetah;3;9;29;6900;0;15,0,0;15"
"7;2;2021 Diriyah race 2;27/02/2021;Sérgio Sette Câmara;7;Dragon-Penske;Dragon;4;2;29;12817;0;12,0,0;12"
"7;2;2021 Diriyah race 2;27/02/2021;Nico Müller;6;Dragon-Penske;Dragon;5;6;29;13924;0;10,0,0;10"
"7;2;2021 Diriyah race 2;27/02/2021;Oliver Turvey;8;NIO;NIO-NextEV;6;4;29;15523;0;8,0,0;8"
"7;2;2021 Diriyah race 2;27/02/2021;Oliver Rowland;22;e.dams-Nissan;Nissan-Renault;7;13;29;16389;0;6,0,0;6"
"7;2;2021 Diriyah race 2;27/02/2021;Lucas di Grassi;11;Audi;Audi;8;15;29;20612;0;4,0,0;4"
"7;2;2021 Diriyah race 2;27/02/2021;Nyck de Vries;17;Mercedes;Mercedes;9;20;29;22482;0;2,0,1;3"
"7;2;2021 Diriyah race 2;27/02/2021;Pascal Wehrlein;99;Porsche;Porsche;10;16;29;25395;0;1,0,0;1"
"7;2;2021 Diriyah race 2;27/02/2021;André Lotterer;36;Porsche;Porsche;11;26;29;27257;0;0,0,0;0"
"7;2;2021 Diriyah race 2;27/02/2021;Jean-Éric Vergne;25;Techeetah-DS;Techeetah;12;7;29;288467;0;0,0,0;0"
"7;2;2021 Diriyah race 2;27/02/2021;Stoffel Vandoorne;5;Mercedes;Mercedes;13;22;29;29112;0;0,0,0;0"
"7;2;2021 Diriyah race 2;27/02/2021;Nick Cassidy;37;Virgin-Audi;Virgin;14;10;29;330797;0;0,0,0;0"
"7;2;2021 Diriyah race 2;27/02/2021;Alexander Sims;29;Mahindra;Mahindra;15;14;29;438857;0;0,0,0;0"
"7;2;2021 Diriyah race 2;27/02/2021;Norman Nato;71;Venturi-Mercedes;Venturi;16;23;29;48192;0;0,0,0;0"
"7;2;2021 Diriyah race 2;27/02/2021;René Rast;33;Audi;Audi;17;19;29;+1:06.2547;0;0,0,0;0"
"7;2;2021 Diriyah race 2;27/02/2021;Tom Blomqvist;88;NIO;NIO-NextEV;18;5;29;+1:09.5087;0;0,0,0;0"
"7;2;2021 Diriyah race 2;27/02/2021;Alex Lynn;94;Mahindra;Mahindra;99;12;26;99:99.999;1;0,0,0;0"
"7;2;2021 Diriyah race 2;27/02/2021;Edoardo Mortara;48;Venturi-Mercedes;Venturi;99;21;0;99:99.999;1;0,0,0;0"
"7;2;2021 Diriyah race 2;27/02/2021;Jake Dennis;27;Andretti-BMW;BMW-Andretti;99;17;16;99:99.999;1;0,0,0;0"
"7;2;2021 Diriyah race 2;27/02/2021;Maximilian Günther;28;Andretti-BMW;BMW-Andretti;99;11;26;99:99.999;1;0,0,0;0"
"7;2;2021 Diriyah race 2;27/02/2021;Mitch Evans;20;Jaguar;Jaguar;99;18;26;99:99.999;1;0,0,0;0"
"7;2;2021 Diriyah race 2;27/02/2021;Sébastien Buemi;23;e.dams-Nissan;Nissan-Renault;99;8;26;99:99.999;1;0,0,0;0"
